orderdetail_key,order_id,product_id,customer_id,employee_id,shipper_id,order_date_key,shipped_date_key,quantity,unit_price,discount,revenue,product_name,category_name,list_price,supplier_id,supplier_name,supplier_country,customer_name,customer_region,customer_country,latitude,longitude,order_date,order_year,order_month,order_quarter,order_weekday,shipped_date,shipped_year,shipped_month,shipped_quarter,shipped_weekday,ship_delay_days
592,10470,18,9,4,2,19970311,19970314,30,50,0,1500,Carnarvon Tigers,Seafood,62.5,7,Pavlova Ltd.,Australia,Bon app',NULL,France,46.227638,2.213749,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-14 00:00:00.000,1997,3,1,5,3
593,10470,23,9,4,2,19970311,19970314,15,7.2,0,108,TunnbrÃ¶d,Grains/Cereals,9,9,PB KnÃ¤ckebrÃ¶d AB,Sweden,Bon app',NULL,France,46.227638,2.213749,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-14 00:00:00.000,1997,3,1,5,3
594,10470,64,9,4,2,19970311,19970314,8,26.6,0,212.8,Wimmers gute SemmelknÃ¶del,Grains/Cereals,33.25,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Bon app',NULL,France,46.227638,2.213749,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-14 00:00:00.000,1997,3,1,5,3
595,10471,7,11,2,3,19970311,19970318,30,24,0,720,Uncle Bob's Organic Dried Pears,Produce,30,3,Grandma Kelly's Homestead,United States,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-18 00:00:00.000,1997,3,1,2,7
595,10471,7,11,2,3,19970311,19970318,30,24,0,720,Uncle Bob's Organic Dried Pears,Produce,33.1,3,Grandma Kelly's Homestead,United States,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-18 00:00:00.000,1997,3,1,2,7
596,10471,56,11,2,3,19970311,19970318,20,30.4,0,608,Gnocchi di nonna Alice,Grains/Cereals,38,26,Pasta Buttini s.r.l.,Italy,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-11 00:00:00.000,1997,3,1,2,1997-03-18 00:00:00.000,1997,3,1,2,7
597,10472,24,72,8,1,19970312,19970319,80,3.6,0.05,273.59999999999997,GuaranÃ¡ FantÃ¡stica,Beverages,4.5,10,Refrescos Americanas LTDA,Brazil,Seven Seas Imports,NULL,United Kingdom,55.378051,-3.435973,1997-03-12 00:00:00.000,1997,3,1,3,1997-03-19 00:00:00.000,1997,3,1,3,7
598,10472,51,72,8,1,19970312,19970319,18,42.4,0,763.1999999999999,Manjimup Dried Apples,Produce,53,24,G'day Mate,Australia,Seven Seas Imports,NULL,United Kingdom,55.378051,-3.435973,1997-03-12 00:00:00.000,1997,3,1,3,1997-03-19 00:00:00.000,1997,3,1,3,7
599,10473,33,38,1,3,19970313,19970321,12,2,0,24,Geitost,Dairy Products,2.5,15,Norske Meierier,Norway,Island Trading,Isle of Wight,United Kingdom,55.378051,-3.435973,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
600,10473,71,38,1,3,19970313,19970321,12,17.2,0,206.39999999999998,Flotemysost,Dairy Products,21.5,15,Norske Meierier,Norway,Island Trading,Isle of Wight,United Kingdom,55.378051,-3.435973,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
601,10474,14,58,5,2,19970313,19970321,12,18.6,0,223.20000000000002,Tofu,Produce,23.25,6,Mayumi's,Japan,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
602,10474,28,58,5,2,19970313,19970321,18,36.4,0,655.1999999999999,RÃ¶ssle Sauerkraut,Produce,45.6,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
603,10474,40,58,5,2,19970313,19970321,21,14.7,0,308.7,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
604,10474,75,58,5,2,19970313,19970321,10,6.2,0,62,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-03-13 00:00:00.000,1997,3,1,4,1997-03-21 00:00:00.000,1997,3,1,5,8
605,10475,31,76,9,1,19970314,19970404,35,10,0.15,297.5,Gorgonzola Telino,Dairy Products,12.5,14,Formaggi Fortini s.r.l.,Italy,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1997-03-14 00:00:00.000,1997,3,1,5,1997-04-04 00:00:00.000,1997,4,2,5,90
606,10475,66,76,9,1,19970314,19970404,60,13.6,0.15,693.6,Louisiana Hot Spiced Okra,Condiments,17,2,New Orleans Cajun Delights,United States,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1997-03-14 00:00:00.000,1997,3,1,5,1997-04-04 00:00:00.000,1997,4,2,5,90
607,10475,76,76,9,1,19970314,19970404,42,14.4,0.15,514.08,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1997-03-14 00:00:00.000,1997,3,1,5,1997-04-04 00:00:00.000,1997,4,2,5,90
608,10476,55,35,8,3,19970317,19970324,2,19.2,0.05,36.48,PÃ¢tÃ© chinois,Meat/Poultry,24,25,Ma Maison,Canada,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-17 00:00:00.000,1997,3,1,1,1997-03-24 00:00:00.000,1997,3,1,1,7
609,10476,70,35,8,3,19970317,19970324,12,12,0,144,Outback Lager,Beverages,15,7,Pavlova Ltd.,Australia,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-17 00:00:00.000,1997,3,1,1,1997-03-24 00:00:00.000,1997,3,1,1,7
610,10477,1,60,5,2,19970317,19970325,15,14.4,0,216,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Princesa Isabel Vinhos,NULL,Portugal,39.399872,-8.224454,1997-03-17 00:00:00.000,1997,3,1,1,1997-03-25 00:00:00.000,1997,3,1,2,8
611,10477,21,60,5,2,19970317,19970325,21,8,0.25,126,Sir Rodney's Scones,Confections,10,8,Specialty Biscuits Ltd.,United Kingdom,Princesa Isabel Vinhos,NULL,Portugal,39.399872,-8.224454,1997-03-17 00:00:00.000,1997,3,1,1,1997-03-25 00:00:00.000,1997,3,1,2,8
612,10477,39,60,5,2,19970317,19970325,20,14.4,0.25,216,Chartreuse verte,Beverages,18,18,Aux joyeux ecclÃ©siastiques,France,Princesa Isabel Vinhos,NULL,Portugal,39.399872,-8.224454,1997-03-17 00:00:00.000,1997,3,1,1,1997-03-25 00:00:00.000,1997,3,1,2,8
613,10478,10,84,2,3,19970318,19970326,20,24.8,0.05,471.2,Ikura,Seafood,31,4,Tokyo Traders,Japan,Victuailles en stock,NULL,France,46.227638,2.213749,1997-03-18 00:00:00.000,1997,3,1,2,1997-03-26 00:00:00.000,1997,3,1,3,8
614,10479,38,65,3,3,19970319,19970321,30,210.8,0,6324,CÃ´te de Blaye,Beverages,263.5,18,Aux joyeux ecclÃ©siastiques,France,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-03-19 00:00:00.000,1997,3,1,3,1997-03-21 00:00:00.000,1997,3,1,5,2
615,10479,53,65,3,3,19970319,19970321,28,26.2,0,733.6,Perth Pasties,Meat/Poultry,32.8,24,G'day Mate,Australia,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-03-19 00:00:00.000,1997,3,1,3,1997-03-21 00:00:00.000,1997,3,1,5,2
616,10479,59,65,3,3,19970319,19970321,60,44,0,2640,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-03-19 00:00:00.000,1997,3,1,3,1997-03-21 00:00:00.000,1997,3,1,5,2
617,10479,64,65,3,3,19970319,19970321,30,26.6,0,798,Wimmers gute SemmelknÃ¶del,Grains/Cereals,33.25,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-03-19 00:00:00.000,1997,3,1,3,1997-03-21 00:00:00.000,1997,3,1,5,2
618,10480,47,23,6,2,19970320,19970324,30,7.6,0,228,Zaanse koeken,Confections,9.5,22,Zaanse Snoepfabriek,Netherlands,Folies gourmandes,NULL,France,46.227638,2.213749,1997-03-20 00:00:00.000,1997,3,1,4,1997-03-24 00:00:00.000,1997,3,1,1,4
619,10480,59,23,6,2,19970320,19970324,12,44,0,528,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,Folies gourmandes,NULL,France,46.227638,2.213749,1997-03-20 00:00:00.000,1997,3,1,4,1997-03-24 00:00:00.000,1997,3,1,1,4
620,10481,49,67,8,2,19970320,19970325,24,16,0,384,Maxilaku,Confections,20,23,Karkki Oy,Finland,Ricardo Adocicados,RJ,Brazil,-14.235004,-51.92528,1997-03-20 00:00:00.000,1997,3,1,4,1997-03-25 00:00:00.000,1997,3,1,2,5
621,10481,60,67,8,2,19970320,19970325,40,27.2,0,1088,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,Ricardo Adocicados,RJ,Brazil,-14.235004,-51.92528,1997-03-20 00:00:00.000,1997,3,1,4,1997-03-25 00:00:00.000,1997,3,1,2,5
622,10482,40,43,1,3,19970321,19970410,10,14.7,0,147,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,Lazy K Kountry Store,WA,United States,37.09024,-95.712891,1997-03-21 00:00:00.000,1997,3,1,5,1997-04-10 00:00:00.000,1997,4,2,4,89
623,10483,34,89,7,2,19970324,19970425,35,11.2,0.05,372.4,Sasquatch Ale,Beverages,14,16,Bigfoot Breweries,United States,White Clover Markets,WA,United States,37.09024,-95.712891,1997-03-24 00:00:00.000,1997,3,1,1,1997-04-25 00:00:00.000,1997,4,2,5,101
624,10483,77,89,7,2,19970324,19970425,30,10.4,0.05,296.4,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,White Clover Markets,WA,United States,37.09024,-95.712891,1997-03-24 00:00:00.000,1997,3,1,1,1997-04-25 00:00:00.000,1997,4,2,5,101
625,10484,21,11,3,3,19970324,19970401,14,8,0,112,Sir Rodney's Scones,Confections,10,8,Specialty Biscuits Ltd.,United Kingdom,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-24 00:00:00.000,1997,3,1,1,1997-04-01 00:00:00.000,1997,4,2,2,77
626,10484,40,11,3,3,19970324,19970401,10,14.7,0,147,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-24 00:00:00.000,1997,3,1,1,1997-04-01 00:00:00.000,1997,4,2,2,77
627,10484,51,11,3,3,19970324,19970401,3,42.4,0,127.19999999999999,Manjimup Dried Apples,Produce,53,24,G'day Mate,Australia,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-03-24 00:00:00.000,1997,3,1,1,1997-04-01 00:00:00.000,1997,4,2,2,77
628,10485,2,47,4,2,19970325,19970331,20,15.2,0.1,273.6,Chang,Beverages,19,1,Exotic Liquids,United Kingdom,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1997-03-25 00:00:00.000,1997,3,1,2,1997-03-31 00:00:00.000,1997,3,1,1,6
629,10485,3,47,4,2,19970325,19970331,20,8,0.1,144,Aniseed Syrup,Condiments,10,1,Exotic Liquids,United Kingdom,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1997-03-25 00:00:00.000,1997,3,1,2,1997-03-31 00:00:00.000,1997,3,1,1,6
630,10485,55,47,4,2,19970325,19970331,30,19.2,0.1,518.4,PÃ¢tÃ© chinois,Meat/Poultry,24,25,Ma Maison,Canada,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1997-03-25 00:00:00.000,1997,3,1,2,1997-03-31 00:00:00.000,1997,3,1,1,6
631,10485,70,47,4,2,19970325,19970331,60,12,0.1,648,Outback Lager,Beverages,15,7,Pavlova Ltd.,Australia,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1997-03-25 00:00:00.000,1997,3,1,2,1997-03-31 00:00:00.000,1997,3,1,1,6
632,10486,11,35,1,2,19970326,19970402,5,16.8,0,84,Queso Cabrales,Dairy Products,21,5,Cooperativa de Quesos 'Las Cabras',Spain,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-26 00:00:00.000,1997,3,1,3,1997-04-02 00:00:00.000,1997,4,2,3,76
633,10486,51,35,1,2,19970326,19970402,25,42.4,0,1060,Manjimup Dried Apples,Produce,53,24,G'day Mate,Australia,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-26 00:00:00.000,1997,3,1,3,1997-04-02 00:00:00.000,1997,4,2,3,76
634,10486,74,35,1,2,19970326,19970402,16,8,0,128,Longlife Tofu,Produce,10,4,Tokyo Traders,Japan,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-26 00:00:00.000,1997,3,1,3,1997-04-02 00:00:00.000,1997,4,2,3,76
635,10487,19,62,2,2,19970326,19970328,5,7.3,0,36.5,Teatime Chocolate Biscuits,Confections,9.2,8,Specialty Biscuits Ltd.,United Kingdom,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1997-03-26 00:00:00.000,1997,3,1,3,1997-03-28 00:00:00.000,1997,3,1,5,2
636,10487,26,62,2,2,19970326,19970328,30,24.9,0,747,GumbÃ¤r GummibÃ¤rchen,Confections,31.23,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1997-03-26 00:00:00.000,1997,3,1,3,1997-03-28 00:00:00.000,1997,3,1,5,2
637,10487,54,62,2,2,19970326,19970328,24,5.9,0.25,106.20000000000002,TourtiÃ¨re,Meat/Poultry,7.45,25,Ma Maison,Canada,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1997-03-26 00:00:00.000,1997,3,1,3,1997-03-28 00:00:00.000,1997,3,1,5,2
638,10488,59,25,8,2,19970327,19970402,30,44,0,1320,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,Frankenversand,NULL,Germany,51.165691,10.451526,1997-03-27 00:00:00.000,1997,3,1,4,1997-04-02 00:00:00.000,1997,4,2,3,75
639,10488,73,25,8,2,19970327,19970402,20,12,0.2,192,RÃ¶d Kaviar,Seafood,15,17,Svensk SjÃ¶fÃ¶da AB,Sweden,Frankenversand,NULL,Germany,51.165691,10.451526,1997-03-27 00:00:00.000,1997,3,1,4,1997-04-02 00:00:00.000,1997,4,2,3,75
640,10489,11,59,6,2,19970328,19970409,15,16.8,0.25,189,Queso Cabrales,Dairy Products,21,5,Cooperativa de Quesos 'Las Cabras',Spain,Piccolo und mehr,NULL,Austria,47.516231,14.550072,1997-03-28 00:00:00.000,1997,3,1,5,1997-04-09 00:00:00.000,1997,4,2,3,81
641,10489,16,59,6,2,19970328,19970409,18,13.9,0,250.20000000000002,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,Piccolo und mehr,NULL,Austria,47.516231,14.550072,1997-03-28 00:00:00.000,1997,3,1,5,1997-04-09 00:00:00.000,1997,4,2,3,81
642,10490,59,35,7,2,19970331,19970403,60,44,0,2640,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-31 00:00:00.000,1997,3,1,1,1997-04-03 00:00:00.000,1997,4,2,4,72
643,10490,68,35,7,2,19970331,19970403,30,10,0,300,Scottish Longbreads,Confections,12.5,8,Specialty Biscuits Ltd.,United Kingdom,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-31 00:00:00.000,1997,3,1,1,1997-04-03 00:00:00.000,1997,4,2,4,72
644,10490,75,35,7,2,19970331,19970403,36,6.2,0,223.20000000000002,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-03-31 00:00:00.000,1997,3,1,1,1997-04-03 00:00:00.000,1997,4,2,4,72
645,10491,44,28,8,3,19970331,19970408,15,15.5,0.15,197.625,Gula Malacca,Condiments,19.45,20,Leka Trading,Singapore,Furia Bacalhau e Frutos do Mar,NULL,Portugal,39.399872,-8.224454,1997-03-31 00:00:00.000,1997,3,1,1,1997-04-08 00:00:00.000,1997,4,2,2,77
646,10491,77,28,8,3,19970331,19970408,7,10.4,0.15,61.879999999999995,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Furia Bacalhau e Frutos do Mar,NULL,Portugal,39.399872,-8.224454,1997-03-31 00:00:00.000,1997,3,1,1,1997-04-08 00:00:00.000,1997,4,2,2,77
647,10492,25,10,3,1,19970401,19970411,60,11.2,0.05,638.4,NuNuCa NuÃŸ-Nougat-Creme,Confections,14,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,Bottom-Dollar Markets,BC,Canada,56.130366,-106.346771,1997-04-01 00:00:00.000,1997,4,2,2,1997-04-11 00:00:00.000,1997,4,2,5,10
648,10492,42,10,3,1,19970401,19970411,20,11.2,0.05,212.79999999999998,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,Leka Trading,Singapore,Bottom-Dollar Markets,BC,Canada,56.130366,-106.346771,1997-04-01 00:00:00.000,1997,4,2,2,1997-04-11 00:00:00.000,1997,4,2,5,10
649,10493,65,41,4,3,19970402,19970410,15,16.8,0.1,226.8,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,2,New Orleans Cajun Delights,United States,La maison d'Asie,NULL,France,46.227638,2.213749,1997-04-02 00:00:00.000,1997,4,2,3,1997-04-10 00:00:00.000,1997,4,2,4,8
650,10493,66,41,4,3,19970402,19970410,10,13.6,0.1,122.4,Louisiana Hot Spiced Okra,Condiments,17,2,New Orleans Cajun Delights,United States,La maison d'Asie,NULL,France,46.227638,2.213749,1997-04-02 00:00:00.000,1997,4,2,3,1997-04-10 00:00:00.000,1997,4,2,4,8
651,10493,69,41,4,3,19970402,19970410,10,28.8,0.1,259.2,Gudbrandsdalsost,Dairy Products,36,15,Norske Meierier,Norway,La maison d'Asie,NULL,France,46.227638,2.213749,1997-04-02 00:00:00.000,1997,4,2,3,1997-04-10 00:00:00.000,1997,4,2,4,8
652,10494,56,15,4,2,19970402,19970409,30,30.4,0,912,Gnocchi di nonna Alice,Grains/Cereals,38,26,Pasta Buttini s.r.l.,Italy,ComÃ©rcio Mineiro,SP,Brazil,-14.235004,-51.92528,1997-04-02 00:00:00.000,1997,4,2,3,1997-04-09 00:00:00.000,1997,4,2,3,7
653,10495,23,42,3,3,19970403,19970411,10,7.2,0,72,TunnbrÃ¶d,Grains/Cereals,9,9,PB KnÃ¤ckebrÃ¶d AB,Sweden,Laughing Bacchus Wine Cellars,BC,Canada,56.130366,-106.346771,1997-04-03 00:00:00.000,1997,4,2,4,1997-04-11 00:00:00.000,1997,4,2,5,8
654,10495,41,42,3,3,19970403,19970411,20,7.7,0,154,Jack's New England Clam Chowder,Seafood,9.65,19,New England Seafood Cannery,United States,Laughing Bacchus Wine Cellars,BC,Canada,56.130366,-106.346771,1997-04-03 00:00:00.000,1997,4,2,4,1997-04-11 00:00:00.000,1997,4,2,5,8
655,10495,77,42,3,3,19970403,19970411,5,10.4,0,52,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Laughing Bacchus Wine Cellars,BC,Canada,56.130366,-106.346771,1997-04-03 00:00:00.000,1997,4,2,4,1997-04-11 00:00:00.000,1997,4,2,5,8
656,10496,31,81,7,2,19970404,19970407,20,10,0.05,190,Gorgonzola Telino,Dairy Products,12.5,14,Formaggi Fortini s.r.l.,Italy,TradiÃ§Ã£o Hipermercados,SP,Brazil,-14.235004,-51.92528,1997-04-04 00:00:00.000,1997,4,2,5,1997-04-07 00:00:00.000,1997,4,2,1,3
657,10497,56,44,7,1,19970404,19970407,14,30.4,0,425.59999999999997,Gnocchi di nonna Alice,Grains/Cereals,38,26,Pasta Buttini s.r.l.,Italy,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-04-04 00:00:00.000,1997,4,2,5,1997-04-07 00:00:00.000,1997,4,2,1,3
658,10497,72,44,7,1,19970404,19970407,25,27.8,0,695,Mozzarella di Giovanni,Dairy Products,34.8,14,Formaggi Fortini s.r.l.,Italy,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-04-04 00:00:00.000,1997,4,2,5,1997-04-07 00:00:00.000,1997,4,2,1,3
659,10497,77,44,7,1,19970404,19970407,25,10.4,0,260,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-04-04 00:00:00.000,1997,4,2,5,1997-04-07 00:00:00.000,1997,4,2,1,3
660,10498,24,35,8,2,19970407,19970411,14,4.5,0,63,GuaranÃ¡ FantÃ¡stica,Beverages,4.5,10,Refrescos Americanas LTDA,Brazil,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-04-07 00:00:00.000,1997,4,2,1,1997-04-11 00:00:00.000,1997,4,2,5,4
661,10498,40,35,8,2,19970407,19970411,5,18.4,0,92,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-04-07 00:00:00.000,1997,4,2,1,1997-04-11 00:00:00.000,1997,4,2,5,4
662,10498,42,35,8,2,19970407,19970411,30,14,0,420,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,Leka Trading,Singapore,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-04-07 00:00:00.000,1997,4,2,1,1997-04-11 00:00:00.000,1997,4,2,5,4
663,10499,28,46,4,2,19970408,19970416,20,45.6,0,912,RÃ¶ssle Sauerkraut,Produce,45.6,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,LILA-Supermercado,Lara,Venezuela,6.42375,-66.58973,1997-04-08 00:00:00.000,1997,4,2,2,1997-04-16 00:00:00.000,1997,4,2,3,8
664,10499,49,46,4,2,19970408,19970416,25,20,0,500,Maxilaku,Confections,20,23,Karkki Oy,Finland,LILA-Supermercado,Lara,Venezuela,6.42375,-66.58973,1997-04-08 00:00:00.000,1997,4,2,2,1997-04-16 00:00:00.000,1997,4,2,3,8
665,10500,15,41,6,1,19970409,19970417,12,15.5,0.05,176.7,Genen Shouyu,Condiments,15.5,6,Mayumi's,Japan,La maison d'Asie,NULL,France,46.227638,2.213749,1997-04-09 00:00:00.000,1997,4,2,3,1997-04-17 00:00:00.000,1997,4,2,4,8
666,10500,28,41,6,1,19970409,19970417,8,45.6,0.05,346.56,RÃ¶ssle Sauerkraut,Produce,45.6,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,La maison d'Asie,NULL,France,46.227638,2.213749,1997-04-09 00:00:00.000,1997,4,2,3,1997-04-17 00:00:00.000,1997,4,2,4,8
667,10501,54,6,9,3,19970409,19970416,20,7.45,0,149,TourtiÃ¨re,Meat/Poultry,7.45,25,Ma Maison,Canada,Blauer See Delikatessen,NULL,Germany,51.165691,10.451526,1997-04-09 00:00:00.000,1997,4,2,3,1997-04-16 00:00:00.000,1997,4,2,3,7
668,10502,45,58,2,1,19970410,19970429,21,9.5,0,199.5,Rogede sild,Seafood,9.5,21,Lyngbysild,Denmark,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-04-10 00:00:00.000,1997,4,2,4,1997-04-29 00:00:00.000,1997,4,2,2,19
669,10502,53,58,2,1,19970410,19970429,6,32.8,0,196.79999999999998,Perth Pasties,Meat/Poultry,32.8,24,G'day Mate,Australia,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-04-10 00:00:00.000,1997,4,2,4,1997-04-29 00:00:00.000,1997,4,2,2,19
670,10502,67,58,2,1,19970410,19970429,30,14,0,420,Laughing Lumberjack Lager,Beverages,14,16,Bigfoot Breweries,United States,Pericles Comidas clÃ¡sicas,NULL,Mexico,23.634501,-102.552784,1997-04-10 00:00:00.000,1997,4,2,4,1997-04-29 00:00:00.000,1997,4,2,2,19
671,10503,14,37,6,2,19970411,19970416,70,23.25,0,1627.5,Tofu,Produce,23.25,6,Mayumi's,Japan,Hungry Owl All-Night Grocers,Co. Cork,Republic of Ireland,53.41291,-8.24389,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-16 00:00:00.000,1997,4,2,3,5
672,10503,65,37,6,2,19970411,19970416,20,21.05,0,421,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,2,New Orleans Cajun Delights,United States,Hungry Owl All-Night Grocers,Co. Cork,Republic of Ireland,53.41291,-8.24389,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-16 00:00:00.000,1997,4,2,3,5
673,10504,2,89,4,3,19970411,19970418,12,19,0,228,Chang,Beverages,19,1,Exotic Liquids,United Kingdom,White Clover Markets,WA,United States,37.09024,-95.712891,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-18 00:00:00.000,1997,4,2,5,7
674,10504,21,89,4,3,19970411,19970418,12,10,0,120,Sir Rodney's Scones,Confections,10,8,Specialty Biscuits Ltd.,United Kingdom,White Clover Markets,WA,United States,37.09024,-95.712891,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-18 00:00:00.000,1997,4,2,5,7
675,10504,53,89,4,3,19970411,19970418,10,32.8,0,328,Perth Pasties,Meat/Poultry,32.8,24,G'day Mate,Australia,White Clover Markets,WA,United States,37.09024,-95.712891,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-18 00:00:00.000,1997,4,2,5,7
676,10504,61,89,4,3,19970411,19970418,25,28.5,0,712.5,Sirop d'Ã©rable,Condiments,28.5,29,ForÃªts d'Ã©rables,Canada,White Clover Markets,WA,United States,37.09024,-95.712891,1997-04-11 00:00:00.000,1997,4,2,5,1997-04-18 00:00:00.000,1997,4,2,5,7
677,10505,62,51,3,3,19970414,19970421,3,49.3,0,147.89999999999998,Tarte au sucre,Confections,49.3,29,ForÃªts d'Ã©rables,Canada,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-04-14 00:00:00.000,1997,4,2,1,1997-04-21 00:00:00.000,1997,4,2,1,7
678,10506,25,39,9,2,19970415,19970502,18,14,0.1,226.8,NuNuCa NuÃŸ-Nougat-Creme,Confections,14,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,KÃ¶niglich Essen,NULL,Germany,51.165691,10.451526,1997-04-15 00:00:00.000,1997,4,2,2,1997-05-02 00:00:00.000,1997,5,2,5,87
